user_id,event_time,event_type,page_url,referrer,device,revenue
user_00930,2025-09-05 07:18:14.980170,page_view,/blog,affiliate,mobile,0.0
user_01795,2025-10-11 23:42:51.980170,page_view,/contact,newsletter,desktop,0.0
user_00894,2025-09-06 21:15:41.980170,page_view,/products/gadget,google,desktop,0.0
user_00207,2025-10-07 16:47:27.980170,begin_checkout,/contact,organic,mobile,0.0
user_01866,2025-10-05 09:59:54.980170,page_view,/blog/how-to,google,desktop,0.0
user_02060,2025-10-16 14:11:16.980170,page_view,/home,google,desktop,0.0
user_02234,2025-08-19 12:29:11.980170,add_to_cart,/pricing,google,desktop,0.0
user_00227,2025-10-22 06:18:08.980170,page_view,/pricing,organic,tablet,0.0
user_02465,2025-08-17 04:30:18.980170,page_view,/,direct,desktop,0.0
user_01895,2025-10-01 07:22:43.980170,page_view,/contact,direct,mobile,0.0
user_00241,2025-10-12 10:33:53.980170,add_to_cart,/,google,mobile,0.0
user_01071,2025-10-02 09:55:14.980170,page_view,/products/gadget,google,mobile,0.0
user_00496,2025-09-20 16:38:59.980170,page_view,/contact,google,desktop,0.0
user_01189,2025-09-06 03:33:25.980170,sign_up,/,google,desktop,0.0
user_00876,2025-09-15 04:23:58.980170,page_view,/products/widget,google,mobile,0.0
user_00592,2025-08-30 18:18:00.980170,page_view,/pricing,facebook,mobile,0.0
user_00102,2025-10-16 20:08:00.980170,begin_checkout,/products,organic,mobile,0.0
user_02072,2025-09-05 02:14:06.980170,page_view,/,twitter,desktop,0.0
user_02040,2025-09-14 18:10:39.980170,page_view,/home,google,mobile,0.0
user_00472,2025-09-29 20:52:01.980170,page_view,/contact,google,mobile,0.0
user_00399,2025-10-04 12:40:16.980170,page_view,/products/widget,direct,mobile,0.0
user_01394,2025-08-12 07:36:13.980170,add_to_cart,/checkout,facebook,desktop,0.0
user_02086,2025-10-02 21:06:32.980170,page_view,/contact,direct,desktop,0.0
user_01108,2025-09-17 00:36:33.980170,page_view,/contact,google,desktop,0.0
user_02164,2025-10-10 06:53:11.980170,begin_checkout,/pricing,facebook,mobile,0.0
user_02168,2025-09-13 13:12:33.980170,page_view,/blog,facebook,desktop,0.0
user_02100,2025-10-07 07:02:52.980170,page_view,/products,google,mobile,0.0
user_00830,2025-08-10 04:17:02.980170,page_view,/products/widget,google,desktop,0.0
user_00310,2025-09-01 18:45:42.980170,page_view,/contact,organic,mobile,0.0
user_00349,2025-09-14 21:51:57.980170,page_view,/home,direct,desktop,0.0
user_00730,2025-10-01 05:13:58.980170,page_view,/blog,facebook,desktop,0.0
user_02298,2025-09-07 15:38:33.980170,page_view,/blog/how-to,newsletter,mobile,0.0
user_00621,2025-08-28 22:40:24.980170,page_view,/contact,google,mobile,0.0
user_00635,2025-10-21 01:28:32.980170,page_view,/products/gadget,twitter,mobile,0.0
user_00106,2025-08-12 05:16:25.980170,begin_checkout,/contact,google,desktop,0.0
user_02238,2025-08-12 15:57:50.980170,page_view,/products,google,mobile,0.0
user_02265,2025-09-16 19:13:11.980170,page_view,/contact,affiliate,mobile,0.0
user_00359,2025-10-07 06:07:57.980170,page_view,/blog,google,desktop,0.0
user_00981,2025-09-03 14:13:08.980170,begin_checkout,/checkout,organic,mobile,0.0
user_02164,2025-08-06 10:06:40.980170,purchase,/blog,google,mobile,11.71
user_00911,2025-10-08 21:26:52.980170,page_view,/products,facebook,desktop,0.0
user_00522,2025-09-22 03:38:59.980170,page_view,/home,google,mobile,0.0
user_01439,2025-10-25 09:29:31.980170,page_view,/blog/how-to,direct,mobile,0.0
user_00973,2025-10-14 08:15:05.980170,sign_up,/products/widget,twitter,desktop,0.0
user_00487,2025-09-22 20:14:05.980170,page_view,/home,direct,desktop,0.0
user_00780,2025-09-02 21:19:36.980170,begin_checkout,/products/gadget,twitter,desktop,0.0
user_00333,2025-10-12 11:16:56.980170,page_view,/,organic,mobile,0.0
user_02421,2025-10-23 19:24:38.980170,page_view,/contact,facebook,desktop,0.0
user_00674,2025-10-14 18:34:56.980170,page_view,/products,direct,tablet,0.0
user_01323,2025-08-10 10:13:17.980170,remove_from_cart,/pricing,facebook,desktop,0.0
user_01750,2025-08-23 12:20:29.980170,page_view,/blog/how-to,newsletter,mobile,0.0
user_02449,2025-10-24 07:51:28.980170,purchase,/products/gadget,direct,desktop,49.17
user_01518,2025-10-02 23:05:37.980170,purchase,/cart,google,mobile,107.0
user_00185,2025-09-22 20:21:48.980170,page_view,/products/gadget,organic,desktop,0.0
user_01379,2025-10-28 20:17:45.980170,page_view,/blog/how-to,newsletter,desktop,0.0
user_00069,2025-10-03 17:45:06.980170,page_view,/home,direct,desktop,0.0
user_01185,2025-09-16 19:21:04.980170,page_view,/products/widget,facebook,desktop,0.0
user_02110,2025-10-18 07:14:42.980170,page_view,/cart,direct,mobile,0.0
user_00373,2025-08-14 10:39:11.980170,page_view,/blog/how-to,affiliate,mobile,0.0
user_02498,2025-08-12 00:36:32.980170,purchase,/,google,desktop,202.45
user_00099,2025-08-06 23:49:52.980170,purchase,/cart,facebook,desktop,7.52
user_00710,2025-08-24 00:56:20.980170,purchase,/products/gadget,direct,desktop,69.04
user_01800,2025-10-25 23:26:53.980170,page_view,/products,organic,desktop,0.0
user_01212,2025-10-25 06:37:16.980170,page_view,/blog/how-to,google,desktop,0.0
user_01234,2025-08-11 19:24:38.980170,page_view,/contact,affiliate,desktop,0.0
user_00331,2025-08-08 23:46:35.980170,page_view,/products,twitter,mobile,0.0
user_01148,2025-09-02 01:49:35.980170,page_view,/,organic,desktop,0.0
user_00905,2025-09-22 11:49:17.980170,page_view,/pricing,google,desktop,0.0
user_01630,2025-10-25 14:15:31.980170,page_view,/pricing,direct,mobile,0.0
user_00241,2025-09-15 18:18:41.980170,page_view,/blog/how-to,google,desktop,0.0
user_00553,2025-08-27 01:48:50.980170,page_view,/products,affiliate,mobile,0.0
user_01912,2025-08-25 05:01:10.980170,purchase,/cart,facebook,mobile,26.18
user_01415,2025-09-21 05:55:25.980170,page_view,/blog/how-to,facebook,mobile,0.0
user_01860,2025-08-17 04:42:22.980170,begin_checkout,/cart,organic,desktop,0.0
user_00348,2025-08-19 10:55:16.980170,purchase,/checkout,organic,desktop,24.97
user_01004,2025-09-17 06:57:35.980170,page_view,/blog,direct,desktop,0.0
user_01482,2025-10-22 06:11:21.980170,page_view,/home,affiliate,mobile,0.0
user_01826,2025-10-31 02:19:07.980170,page_view,/blog,google,mobile,0.0
user_01344,2025-09-23 14:48:56.980170,page_view,/pricing,google,desktop,0.0
user_01342,2025-09-14 16:27:37.980170,page_view,/home,facebook,mobile,0.0
user_01131,2025-08-30 08:59:40.980170,begin_checkout,/cart,organic,desktop,0.0
user_01429,2025-09-10 23:42:40.980170,page_view,/products/gadget,direct,desktop,0.0
user_02071,2025-09-17 10:20:58.980170,page_view,/blog,organic,desktop,0.0
user_00990,2025-08-20 08:01:01.980170,page_view,/contact,newsletter,tablet,0.0
user_02226,2025-08-08 13:59:46.980170,page_view,/,organic,mobile,0.0
user_02378,2025-10-27 17:23:13.980170,page_view,/blog/how-to,facebook,desktop,0.0
user_01128,2025-08-16 03:37:55.980170,add_to_cart,/products/widget,organic,desktop,0.0
user_00062,2025-10-08 14:47:15.980170,page_view,/products/widget,twitter,desktop,0.0
user_01630,2025-08-16 19:23:13.980170,page_view,/,google,mobile,0.0
user_01823,2025-10-26 16:58:04.980170,begin_checkout,/products,newsletter,tablet,0.0
user_01960,2025-09-09 03:50:26.980170,add_to_cart,/products,google,mobile,0.0
user_01871,2025-08-17 08:59:19.980170,page_view,/blog/how-to,affiliate,mobile,0.0
user_02094,2025-08-26 20:09:40.980170,page_view,/blog,google,desktop,0.0
user_02225,2025-09-17 14:45:00.980170,sign_up,/blog/how-to,organic,mobile,0.0
user_01859,2025-08-24 01:58:25.980170,page_view,/blog,twitter,desktop,0.0
user_01020,2025-08-15 21:55:10.980170,add_to_cart,/products/widget,google,desktop,0.0
user_02487,2025-09-17 22:11:34.980170,page_view,/home,organic,desktop,0.0
user_01477,2025-09-19 18:25:07.980170,page_view,/home,facebook,desktop,0.0
user_02082,2025-09-05 22:33:56.980170,page_view,/cart,newsletter,desktop,0.0
user_01737,2025-10-09 05:16:57.980170,add_to_cart,/checkout,facebook,mobile,0.0
user_01969,2025-08-25 12:55:58.980170,page_view,/products/widget,direct,desktop,0.0
user_01724,2025-09-22 04:02:32.980170,purchase,/checkout,google,desktop,50.79
user_02276,2025-10-16 03:16:32.980170,page_view,/contact,facebook,mobile,0.0
user_00064,2025-10-14 00:38:33.980170,page_view,/blog/how-to,google,mobile,0.0
user_02420,2025-10-12 14:34:32.980170,page_view,/pricing,newsletter,desktop,0.0
user_02317,2025-08-20 12:10:26.980170,page_view,/pricing,google,mobile,0.0
user_01920,2025-10-19 08:19:16.980170,page_view,/blog,direct,mobile,0.0
user_01679,2025-09-22 09:53:55.980170,begin_checkout,/cart,direct,desktop,0.0
user_01649,2025-09-04 04:36:44.980170,page_view,/products/widget,twitter,desktop,0.0
user_01478,2025-10-10 05:58:25.980170,page_view,/,newsletter,desktop,0.0
user_01113,2025-10-05 21:36:52.980170,page_view,/products,google,mobile,0.0
user_01962,2025-10-16 11:59:45.980170,page_view,/products/widget,organic,desktop,0.0
user_01830,2025-08-25 03:42:51.980170,remove_from_cart,/pricing,direct,mobile,0.0
user_02386,2025-09-20 12:18:38.980170,page_view,/,organic,desktop,0.0
user_02034,2025-09-06 05:44:25.980170,page_view,/blog/how-to,facebook,mobile,0.0
user_01598,2025-08-29 19:46:53.980170,begin_checkout,/products/widget,facebook,tablet,0.0
user_01930,2025-10-20 02:36:41.980170,page_view,/,facebook,mobile,0.0
user_00260,2025-10-08 16:48:41.980170,page_view,/products,facebook,desktop,0.0
user_01015,2025-10-15 13:04:46.980170,page_view,/contact,direct,desktop,0.0
user_01670,2025-08-16 11:46:35.980170,purchase,/checkout,google,desktop,234.19
user_01167,2025-08-17 05:33:18.980170,page_view,/products/widget,google,tablet,0.0
user_00648,2025-10-31 15:43:41.980170,begin_checkout,/pricing,google,mobile,0.0
user_01631,2025-08-16 23:32:39.980170,sign_up,/checkout,twitter,mobile,0.0
user_01250,2025-08-09 05:01:29.980170,remove_from_cart,/,direct,desktop,0.0
user_01864,2025-09-04 19:33:06.980170,add_to_cart,/products/widget,direct,mobile,0.0
user_00714,2025-09-02 00:40:41.980170,page_view,/products,google,mobile,0.0
user_02217,2025-09-15 19:37:37.980170,page_view,/pricing,affiliate,desktop,0.0
user_01130,2025-09-16 05:13:58.980170,page_view,/home,google,desktop,0.0
user_00991,2025-09-05 01:04:44.980170,page_view,/pricing,google,desktop,0.0
user_01299,2025-09-02 22:07:34.980170,page_view,/contact,direct,mobile,0.0
user_00112,2025-10-04 07:50:38.980170,page_view,/,direct,desktop,0.0
user_00738,2025-09-25 10:45:14.980170,page_view,/home,facebook,desktop,0.0
user_00504,2025-08-04 02:14:06.980170,begin_checkout,/products/gadget,direct,mobile,0.0
user_02278,2025-09-10 09:08:09.980170,page_view,/,organic,desktop,0.0
user_00306,2025-09-24 09:37:18.980170,page_view,/products/gadget,organic,mobile,0.0
user_00614,2025-09-28 09:22:46.980170,page_view,/products/gadget,google,desktop,0.0
user_02089,2025-09-21 21:28:41.980170,begin_checkout,/home,direct,desktop,0.0
user_01107,2025-09-23 05:56:11.980170,page_view,/home,google,desktop,0.0
user_01602,2025-10-15 02:44:58.980170,page_view,/products/widget,direct,desktop,0.0
user_01697,2025-09-13 03:23:05.980170,page_view,/,google,mobile,0.0
user_00726,2025-08-04 04:16:35.980170,page_view,/,organic,mobile,0.0
user_01660,2025-10-11 15:32:42.980170,page_view,/home,organic,desktop,0.0
user_00549,2025-08-20 23:13:50.980170,purchase,/products/gadget,affiliate,mobile,16.96
user_01214,2025-08-27 18:37:36.980170,add_to_cart,/,direct,desktop,0.0
user_00557,2025-09-15 15:00:35.980170,page_view,/blog/how-to,organic,mobile,0.0
user_00023,2025-09-25 18:37:05.980170,page_view,/blog/how-to,organic,mobile,0.0
user_01393,2025-08-31 09:35:13.980170,add_to_cart,/cart,google,desktop,0.0
user_01710,2025-09-05 13:58:56.980170,page_view,/blog,organic,mobile,0.0
user_02253,2025-08-25 20:00:32.980170,add_to_cart,/products/widget,direct,desktop,0.0
user_02064,2025-08-06 18:59:16.980170,page_view,/products/gadget,google,mobile,0.0
user_02287,2025-09-07 07:30:00.980170,page_view,/,direct,desktop,0.0
user_00217,2025-10-24 22:48:44.980170,page_view,/pricing,google,desktop,0.0
user_00335,2025-08-12 12:24:32.980170,page_view,/blog/how-to,direct,desktop,0.0
user_01970,2025-08-12 02:02:29.980170,page_view,/products/widget,direct,mobile,0.0
user_00925,2025-08-06 07:57:54.980170,page_view,/products/widget,google,desktop,0.0
user_02418,2025-08-18 08:42:01.980170,add_to_cart,/cart,affiliate,mobile,0.0
user_01377,2025-10-26 14:48:43.980170,page_view,/products/widget,google,tablet,0.0
user_01321,2025-08-10 10:15:31.980170,page_view,/,direct,mobile,0.0
user_00356,2025-10-29 11:21:58.980170,page_view,/contact,google,desktop,0.0
user_00089,2025-08-25 21:21:36.980170,page_view,/contact,newsletter,desktop,0.0
user_00042,2025-08-07 21:17:59.980170,page_view,/contact,direct,mobile,0.0
user_00541,2025-08-13 17:20:29.980170,page_view,/products,organic,desktop,0.0
user_00660,2025-10-11 16:50:43.980170,add_to_cart,/products/gadget,google,desktop,0.0
user_00894,2025-10-08 06:46:51.980170,page_view,/,organic,mobile,0.0
user_02023,2025-08-03 10:57:45.980170,sign_up,/,google,desktop,0.0
user_00417,2025-08-17 05:35:31.980170,begin_checkout,/products,newsletter,desktop,0.0
user_00182,2025-09-24 07:19:01.980170,page_view,/pricing,google,desktop,0.0
user_02427,2025-08-23 16:15:20.980170,page_view,/blog,google,desktop,0.0
user_02192,2025-08-19 13:43:27.980170,page_view,/blog,direct,mobile,0.0
user_00063,2025-10-11 18:38:25.980170,purchase,/cart,direct,mobile,40.12
user_01068,2025-08-06 07:03:53.980170,begin_checkout,/checkout,organic,desktop,0.0
user_01234,2025-08-29 15:36:43.980170,page_view,/,direct,desktop,0.0
user_00659,2025-09-19 16:32:55.980170,page_view,/contact,direct,mobile,0.0
user_02296,2025-10-21 18:25:58.980170,begin_checkout,/pricing,facebook,desktop,0.0
user_00770,2025-09-12 11:54:49.980170,purchase,/checkout,organic,mobile,444.39
user_01952,2025-09-05 00:07:52.980170,add_to_cart,/blog,direct,desktop,0.0
user_00227,2025-10-30 02:56:02.980170,page_view,/blog/how-to,facebook,mobile,0.0
user_01792,2025-09-22 14:13:56.980170,page_view,/pricing,facebook,mobile,0.0
user_02174,2025-08-31 09:22:36.980170,page_view,/contact,organic,mobile,0.0
user_00269,2025-10-05 22:30:16.980170,page_view,/pricing,affiliate,mobile,0.0
user_01292,2025-10-19 12:51:55.980170,page_view,/products,organic,mobile,0.0
user_00495,2025-08-21 08:50:46.980170,page_view,/products/widget,organic,mobile,0.0
user_00663,2025-10-02 10:18:48.980170,page_view,/home,affiliate,mobile,0.0
user_02059,2025-10-14 00:56:17.980170,page_view,/,direct,desktop,0.0
user_00238,2025-10-20 08:39:26.980170,page_view,/products/gadget,direct,mobile,0.0
user_00651,2025-09-09 08:22:11.980170,page_view,/products/widget,organic,desktop,0.0
user_02352,2025-09-01 03:18:02.980170,page_view,/contact,google,desktop,0.0
user_00609,2025-09-29 07:18:44.980170,page_view,/products,affiliate,desktop,0.0
user_02353,2025-09-03 05:37:36.980170,page_view,/,organic,desktop,0.0
user_00159,2025-08-15 13:36:14.980170,page_view,/pricing,direct,mobile,0.0
user_00725,2025-10-19 08:47:49.980170,page_view,/products/gadget,google,desktop,0.0
user_00551,2025-08-11 12:04:42.980170,purchase,/checkout,google,mobile,162.21
user_02482,2025-09-26 15:28:37.980170,purchase,/cart,google,desktop,69.27
user_01316,2025-08-23 09:25:03.980170,page_view,/pricing,google,mobile,0.0
user_00512,2025-10-30 11:18:06.980170,page_view,/products,direct,mobile,0.0
user_02118,2025-09-29 06:45:21.980170,add_to_cart,/cart,facebook,desktop,0.0
user_02109,2025-09-10 03:32:18.980170,page_view,/pricing,newsletter,desktop,0.0
user_02170,2025-09-09 01:49:15.980170,page_view,/home,newsletter,mobile,0.0
user_01760,2025-10-24 09:18:53.980170,purchase,/products/widget,google,desktop,23.31
user_02439,2025-10-26 08:30:44.980170,page_view,/products/widget,newsletter,mobile,0.0
user_00667,2025-10-07 18:41:33.980170,page_view,/pricing,google,tablet,0.0
user_02440,2025-09-11 20:32:27.980170,page_view,/blog/how-to,facebook,desktop,0.0
user_00525,2025-09-03 12:26:11.980170,page_view,/pricing,google,mobile,0.0
user_01777,2025-10-09 21:26:51.980170,remove_from_cart,/checkout,google,tablet,0.0
user_00113,2025-09-05 01:17:11.980170,begin_checkout,/checkout,affiliate,mobile,0.0
user_00228,2025-09-20 19:25:13.980170,begin_checkout,/checkout,direct,mobile,0.0
user_00497,2025-10-14 14:23:09.980170,page_view,/pricing,newsletter,mobile,0.0
user_00582,2025-10-08 08:10:23.980170,page_view,/products/gadget,organic,mobile,0.0
user_01096,2025-09-24 02:16:50.980170,page_view,/contact,facebook,mobile,0.0
user_00573,2025-09-16 20:29:55.980170,sign_up,/products,direct,desktop,0.0
user_01101,2025-10-08 06:58:45.980170,purchase,/checkout,google,mobile,5.43
user_00902,2025-08-21 03:56:07.980170,purchase,/home,twitter,mobile,441.56
user_01978,2025-10-24 16:34:28.980170,page_view,/products/gadget,direct,desktop,0.0
user_01524,2025-09-17 23:10:13.980170,purchase,/checkout,twitter,desktop,321.58
user_02051,2025-09-27 15:34:36.980170,page_view,/contact,facebook,mobile,0.0
user_01046,2025-08-28 15:29:03.980170,remove_from_cart,/products/gadget,google,desktop,0.0
user_00431,2025-08-06 08:21:35.980170,page_view,/blog/how-to,google,mobile,0.0
user_01487,2025-09-24 02:29:37.980170,page_view,/blog,google,mobile,0.0
user_00561,2025-08-17 17:42:50.980170,begin_checkout,/checkout,direct,mobile,0.0
user_00218,2025-10-09 11:16:30.980170,page_view,/pricing,affiliate,desktop,0.0
user_02051,2025-08-29 18:14:23.980170,page_view,/products/gadget,direct,desktop,0.0
user_01268,2025-10-08 15:44:40.980170,page_view,/blog,direct,desktop,0.0
user_01239,2025-08-08 13:42:57.980170,add_to_cart,/cart,direct,mobile,0.0
user_00614,2025-08-29 11:19:40.980170,add_to_cart,/checkout,google,mobile,0.0
user_00175,2025-09-28 06:33:44.980170,page_view,/home,organic,desktop,0.0
user_02031,2025-09-17 20:47:50.980170,page_view,/home,direct,desktop,0.0
user_01828,2025-08-03 15:17:22.980170,page_view,/pricing,organic,mobile,0.0
user_02217,2025-09-11 02:25:07.980170,remove_from_cart,/blog,direct,mobile,0.0
user_00781,2025-09-25 13:18:00.980170,add_to_cart,/products/gadget,direct,mobile,0.0
user_00191,2025-08-22 19:25:43.980170,begin_checkout,/products/widget,google,desktop,0.0
user_01963,2025-09-07 14:42:35.980170,page_view,/pricing,organic,mobile,0.0
user_00042,2025-10-22 18:31:34.980170,page_view,/products/widget,facebook,tablet,0.0
user_01025,2025-10-05 08:55:56.980170,remove_from_cart,/home,google,mobile,0.0
user_02279,2025-10-23 16:35:46.980170,page_view,/blog,facebook,desktop,0.0
user_00108,2025-10-04 23:50:24.980170,page_view,/home,facebook,mobile,0.0
user_00993,2025-10-02 15:06:42.980170,page_view,/products/gadget,direct,mobile,0.0
user_01139,2025-08-28 16:36:14.980170,page_view,/contact,google,mobile,0.0
user_01435,2025-10-31 07:38:00.980170,begin_checkout,/contact,organic,desktop,0.0
user_00846,2025-08-11 05:50:17.980170,page_view,/home,google,desktop,0.0
user_01087,2025-10-18 13:23:25.980170,page_view,/cart,twitter,mobile,0.0
user_00634,2025-09-18 05:01:11.980170,purchase,/cart,google,desktop,31.05
user_01757,2025-10-24 09:18:40.980170,page_view,/,facebook,mobile,0.0
user_01047,2025-09-09 14:34:46.980170,page_view,/products/widget,organic,mobile,0.0
user_00730,2025-08-13 16:52:06.980170,page_view,/,organic,desktop,0.0
user_00418,2025-08-05 07:44:30.980170,page_view,/pricing,direct,mobile,0.0
user_00619,2025-09-25 19:51:31.980170,add_to_cart,/products,google,desktop,0.0
user_01258,2025-08-07 15:31:43.980170,page_view,/blog,organic,desktop,0.0
user_01464,2025-09-25 07:09:28.980170,begin_checkout,/products/gadget,direct,mobile,0.0
user_00653,2025-09-25 14:17:14.980170,page_view,/home,twitter,desktop,0.0
user_00010,2025-09-06 12:47:42.980170,page_view,/blog/how-to,twitter,desktop,0.0
user_01533,2025-09-04 01:30:45.980170,add_to_cart,/cart,direct,desktop,0.0
user_00101,2025-08-13 10:42:17.980170,sign_up,/checkout,direct,mobile,0.0
user_00021,2025-08-08 11:47:44.980170,page_view,/,direct,desktop,0.0
user_02094,2025-08-29 03:41:42.980170,sign_up,/products/widget,organic,mobile,0.0
user_02054,2025-10-16 22:03:15.980170,begin_checkout,/checkout,twitter,desktop,0.0
user_00586,2025-09-25 16:44:11.980170,page_view,/pricing,facebook,desktop,0.0
user_00410,2025-08-11 07:01:55.980170,page_view,/blog,google,desktop,0.0
user_01589,2025-08-18 02:13:38.980170,page_view,/pricing,organic,mobile,0.0
user_01007,2025-09-17 02:31:35.980170,page_view,/contact,direct,mobile,0.0
user_01335,2025-09-09 23:04:34.980170,page_view,/blog,direct,desktop,0.0
user_00316,2025-08-25 16:11:44.980170,add_to_cart,/products/widget,organic,mobile,0.0
user_02434,2025-10-20 16:56:02.980170,page_view,/contact,facebook,desktop,0.0
user_02223,2025-08-31 23:50:50.980170,page_view,/products/widget,google,mobile,0.0
user_00930,2025-10-19 23:39:53.980170,page_view,/pricing,organic,mobile,0.0
user_00023,2025-10-22 03:42:12.980170,page_view,/home,organic,mobile,0.0
user_01630,2025-08-28 03:06:44.980170,add_to_cart,/products/gadget,direct,desktop,0.0
user_00494,2025-10-17 13:08:31.980170,page_view,/contact,direct,mobile,0.0
user_02448,2025-09-15 21:53:44.980170,sign_up,/products/gadget,google,desktop,0.0
user_02240,2025-10-07 20:09:24.980170,page_view,/blog/how-to,organic,desktop,0.0
user_00448,2025-08-12 19:01:24.980170,add_to_cart,/checkout,google,desktop,0.0
user_01888,2025-10-01 20:10:41.980170,page_view,/checkout,organic,desktop,0.0
user_02423,2025-08-25 15:33:30.980170,purchase,/cart,google,mobile,50.35
user_01973,2025-10-13 06:48:37.980170,page_view,/blog,facebook,mobile,0.0
user_01595,2025-09-15 23:14:15.980170,page_view,/home,affiliate,mobile,0.0
user_00715,2025-10-17 06:02:09.980170,page_view,/products,google,mobile,0.0
user_00508,2025-08-03 21:31:17.980170,page_view,/pricing,google,mobile,0.0
user_00419,2025-09-06 07:09:10.980170,add_to_cart,/products,organic,mobile,0.0
user_00550,2025-09-14 12:15:47.980170,add_to_cart,/cart,facebook,desktop,0.0
user_00289,2025-10-12 02:39:28.980170,page_view,/pricing,direct,desktop,0.0
user_01627,2025-10-16 22:41:41.980170,page_view,/home,affiliate,desktop,0.0
user_01173,2025-10-25 09:53:12.980170,page_view,/home,google,desktop,0.0
user_01585,2025-10-28 14:18:21.980170,add_to_cart,/products/widget,direct,desktop,0.0
user_01911,2025-09-20 20:05:33.980170,add_to_cart,/blog/how-to,google,mobile,0.0
user_01439,2025-09-10 18:59:44.980170,page_view,/blog/how-to,facebook,mobile,0.0
user_00923,2025-09-30 20:43:35.980170,page_view,/blog/how-to,organic,mobile,0.0
user_00199,2025-10-19 03:28:18.980170,page_view,/home,organic,desktop,0.0
user_00615,2025-09-27 22:07:44.980170,add_to_cart,/contact,direct,mobile,0.0
user_01516,2025-10-28 07:44:48.980170,purchase,/cart,twitter,desktop,19.66
user_02001,2025-09-30 13:37:25.980170,page_view,/contact,direct,mobile,0.0
user_00098,2025-09-29 17:40:24.980170,add_to_cart,/pricing,newsletter,mobile,0.0
user_01299,2025-09-09 03:32:09.980170,page_view,/,google,mobile,0.0
user_01417,2025-09-30 07:26:46.980170,page_view,/products/gadget,facebook,mobile,0.0
user_00854,2025-08-29 06:38:09.980170,page_view,/blog,facebook,mobile,0.0
user_00830,2025-08-29 21:26:45.980170,begin_checkout,/checkout,direct,mobile,0.0
user_00285,2025-08-24 18:05:22.980170,remove_from_cart,/cart,direct,mobile,0.0
user_00829,2025-09-16 12:39:58.980170,page_view,/,organic,desktop,0.0
user_01499,2025-10-26 08:14:01.980170,page_view,/pricing,google,desktop,0.0
user_02007,2025-10-15 12:33:20.980170,page_view,/pricing,direct,mobile,0.0
user_01771,2025-08-22 19:38:52.980170,purchase,/checkout,twitter,desktop,337.83
user_01282,2025-09-16 10:14:01.980170,add_to_cart,/products,direct,mobile,0.0
user_02364,2025-10-21 17:38:14.980170,page_view,/products/widget,google,desktop,0.0
user_01645,2025-09-24 12:05:56.980170,page_view,/home,organic,desktop,0.0
user_00187,2025-08-09 20:05:19.980170,add_to_cart,/pricing,facebook,desktop,0.0
user_01491,2025-08-25 08:33:54.980170,page_view,/contact,organic,desktop,0.0
user_00173,2025-10-13 03:23:41.980170,purchase,/products/gadget,direct,mobile,11.35
user_00207,2025-08-03 12:26:11.980170,purchase,/blog,facebook,mobile,11.55
user_02312,2025-10-15 16:00:31.980170,begin_checkout,/blog/how-to,direct,mobile,0.0
user_01614,2025-10-07 12:47:37.980170,add_to_cart,/,facebook,desktop,0.0
user_00752,2025-10-05 06:35:33.980170,begin_checkout,/checkout,direct,mobile,0.0
user_02011,2025-09-29 12:10:54.980170,purchase,/checkout,direct,desktop,83.22
user_02485,2025-10-28 16:47:01.980170,page_view,/blog,direct,mobile,0.0
user_02388,2025-09-19 13:38:30.980170,page_view,/,facebook,desktop,0.0
user_00096,2025-10-15 18:57:20.980170,page_view,/home,direct,tablet,0.0
user_01536,2025-08-11 19:58:30.980170,page_view,/,direct,mobile,0.0
user_00378,2025-08-11 18:47:52.980170,page_view,/blog,google,desktop,0.0
user_02368,2025-08-19 16:09:17.980170,page_view,/products,google,mobile,0.0
user_00674,2025-10-31 02:18:04.980170,page_view,/blog/how-to,direct,desktop,0.0
user_00038,2025-08-05 23:59:27.980170,page_view,/home,organic,desktop,0.0
user_01292,2025-08-22 05:14:32.980170,page_view,/products,direct,desktop,0.0
user_00520,2025-08-28 07:10:24.980170,page_view,/blog,google,mobile,0.0
user_02182,2025-10-26 17:01:56.980170,purchase,/cart,google,mobile,397.6
user_01059,2025-10-16 16:30:57.980170,page_view,/blog,direct,desktop,0.0
user_00361,2025-09-29 05:55:10.980170,page_view,/products,newsletter,desktop,0.0
user_02200,2025-08-16 02:16:47.980170,page_view,/products/widget,organic,mobile,0.0
user_02448,2025-10-04 03:28:18.980170,page_view,/,affiliate,desktop,0.0
user_01779,2025-08-30 04:25:51.980170,sign_up,/home,google,desktop,0.0
user_02304,2025-09-05 21:25:38.980170,purchase,/cart,newsletter,mobile,397.28
user_00964,2025-08-13 12:13:12.980170,page_view,/products/widget,twitter,desktop,0.0
user_01036,2025-08-25 00:53:40.980170,page_view,/products,direct,mobile,0.0
user_01808,2025-10-23 06:40:18.980170,page_view,/home,organic,mobile,0.0
user_00094,2025-08-17 07:05:12.980170,page_view,/blog/how-to,direct,desktop,0.0
user_01122,2025-08-29 23:31:55.980170,purchase,/blog,facebook,desktop,83.64
user_01527,2025-10-28 13:58:00.980170,purchase,/products,google,desktop,21.74
user_01203,2025-10-09 00:52:00.980170,purchase,/cart,organic,mobile,369.58
user_00610,2025-09-01 19:12:45.980170,page_view,/contact,google,desktop,0.0
user_01444,2025-10-19 23:14:38.980170,purchase,/checkout,google,desktop,19.4
user_02235,2025-08-10 07:15:35.980170,page_view,/,google,mobile,0.0
